"atbatnum","sv_id","des.x","type","start_speed","pitch_type","atbat","b","s","o","start_tfs","start_tfs_zulu","batter","pitcher","des.y","event","b1","b2","b3","score","home_team_runs","away_team_runs","rbi","atbattime100","atbattime","outsatstart","homescore","awayscore","pitchtime100","pitchtime","halfinning","inning","firstpitch","lastpitch","scorediff","situation","li","gamenum"
16,"141021_195713","Ball","B","85.7","SL","16","2","1",1,"005349","2014-10-22T00:53:49Z","460086","518516","Alex Gordon lines out softly to shortstop Brandon Crawford.  ","Lineout",456714,NA,NA,NA,NA,NA,NA,5349,0.896944444444444,0,0,3,195713,19.9536111111111,"bottom","2",19.9472222222222,19.9669444444444,-3,"-3 TRUE FALSE FALSE 0 bottom 2",1.5,1
16,"141021_195737","Called Strike","S","91.7","FF","16","2","1",1,"005349","2014-10-22T00:53:49Z","460086","518516","Alex Gordon lines out softly to shortstop Brandon Crawford.  ","Lineout",456714,NA,NA,NA,NA,NA,NA,5349,0.896944444444444,0,0,3,195737,19.9602777777778,"bottom","2",19.9472222222222,19.9669444444444,-3,"-3 TRUE FALSE FALSE 0 bottom 2",1.5,1
16,"141021_195801","In play, out(s)","X","85.1","SL","16","2","1",1,"005349","2014-10-22T00:53:49Z","460086","518516","Alex Gordon lines out softly to shortstop Brandon Crawford.  ","Lineout",456714,NA,NA,NA,NA,NA,NA,5349,0.896944444444444,0,0,3,195801,19.9669444444444,"bottom","2",19.9472222222222,19.9669444444444,-3,"-3 TRUE FALSE FALSE 0 bottom 2",1.5,1
17,"141021_195856","Ball","B","93.1","FF","17","1","1",3,"005543","2014-10-22T00:55:43Z","521692","518516","Salvador Perez grounds into a double play, pitcher Madison Bumgarner to second baseman Joe Panik to first baseman Brandon Belt.   Billy Butler out at 2nd.  ","Grounded Into DP",NA,NA,NA,NA,NA,NA,NA,5543,0.928611111111111,1,0,3,195856,19.9822222222222,"bottom","2",19.9822222222222,19.9977777777778,-3,"-3 FALSE FALSE FALSE 1 bottom 2",0.6,1
17,"141021_195918","Foul","S","91.4","FF","17","1","1",3,"005543","2014-10-22T00:55:43Z","521692","518516","Salvador Perez grounds into a double play, pitcher Madison Bumgarner to second baseman Joe Panik to first baseman Brandon Belt.   Billy Butler out at 2nd.  ","Grounded Into DP",NA,NA,NA,NA,NA,NA,NA,5543,0.928611111111111,1,0,3,195918,19.9883333333333,"bottom","2",19.9822222222222,19.9977777777778,-3,"-3 FALSE FALSE FALSE 1 bottom 2",0.6,1
17,"141021_195952","In play, out(s)","X","91.6","FT","17","1","1",3,"005543","2014-10-22T00:55:43Z","521692","518516","Salvador Perez grounds into a double play, pitcher Madison Bumgarner to second baseman Joe Panik to first baseman Brandon Belt.   Billy Butler out at 2nd.  ","Grounded Into DP",NA,NA,NA,NA,NA,NA,NA,5543,0.928611111111111,1,0,3,195952,19.9977777777778,"bottom","2",19.9822222222222,19.9977777777778,-3,"-3 FALSE FALSE FALSE 1 bottom 2",0.6,1
18,"141021_200333","Ball","B","77.1","KC","18","2","0",1,"010010","2014-10-22T01:00:10Z","605412","448306","Joe Panik lines out to second baseman Omar Infante.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10010,1.00277777777778,0,0,3,200333,20.0591666666667,"top","3",20.0591666666667,20.0677777777778,-3,"-3 FALSE FALSE FALSE 0 top 3",0.6,1
18,"141021_200348","Ball","B","87.5","FC","18","2","0",1,"010010","2014-10-22T01:00:10Z","605412","448306","Joe Panik lines out to second baseman Omar Infante.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10010,1.00277777777778,0,0,3,200348,20.0633333333333,"top","3",20.0591666666667,20.0677777777778,-3,"-3 FALSE FALSE FALSE 0 top 3",0.6,1
18,"141021_200404","In play, out(s)","X","90.1","FT","18","2","0",1,"010010","2014-10-22T01:00:10Z","605412","448306","Joe Panik lines out to second baseman Omar Infante.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10010,1.00277777777778,0,0,3,200404,20.0677777777778,"top","3",20.0591666666667,20.0677777777778,-3,"-3 FALSE FALSE FALSE 0 top 3",0.6,1
19,"141021_200435","Called Strike","S","76.8","KC","19","3","2",2,"010135","2014-10-22T01:01:35Z","457763","448306","Buster Posey lines out to third baseman Mike Moustakas.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10135,1.02638888888889,1,0,3,200435,20.0763888888889,"top","3",20.0763888888889,20.1130555555556,-3,"-3 FALSE FALSE FALSE 1 top 3",0.4,1
19,"141021_200450","Ball","B","90.8","FT","19","3","2",2,"010135","2014-10-22T01:01:35Z","457763","448306","Buster Posey lines out to third baseman Mike Moustakas.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10135,1.02638888888889,1,0,3,200450,20.0805555555556,"top","3",20.0763888888889,20.1130555555556,-3,"-3 FALSE FALSE FALSE 1 top 3",0.4,1
19,"141021_200506","Swinging Strike","S","78.1","KC","19","3","2",2,"010135","2014-10-22T01:01:35Z","457763","448306","Buster Posey lines out to third baseman Mike Moustakas.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10135,1.02638888888889,1,0,3,200506,20.085,"top","3",20.0763888888889,20.1130555555556,-3,"-3 FALSE FALSE FALSE 1 top 3",0.4,1
19,"141021_200529","Ball","B","77.7","KC","19","3","2",2,"010135","2014-10-22T01:01:35Z","457763","448306","Buster Posey lines out to third baseman Mike Moustakas.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10135,1.02638888888889,1,0,3,200529,20.0913888888889,"top","3",20.0763888888889,20.1130555555556,-3,"-3 FALSE FALSE FALSE 1 top 3",0.4,1
19,"141021_200554","Foul","S","85.7","FC","19","3","2",2,"010135","2014-10-22T01:01:35Z","457763","448306","Buster Posey lines out to third baseman Mike Moustakas.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10135,1.02638888888889,1,0,3,200554,20.0983333333333,"top","3",20.0763888888889,20.1130555555556,-3,"-3 FALSE FALSE FALSE 1 top 3",0.4,1
19,"141021_200618","Ball","B","79.3","KC","19","3","2",2,"010135","2014-10-22T01:01:35Z","457763","448306","Buster Posey lines out to third baseman Mike Moustakas.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10135,1.02638888888889,1,0,3,200618,20.105,"top","3",20.0763888888889,20.1130555555556,-3,"-3 FALSE FALSE FALSE 1 top 3",0.4,1
19,"141021_200647","In play, out(s)","X","85.5","FC","19","3","2",2,"010135","2014-10-22T01:01:35Z","457763","448306","Buster Posey lines out to third baseman Mike Moustakas.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10135,1.02638888888889,1,0,3,200647,20.1130555555556,"top","3",20.0763888888889,20.1130555555556,-3,"-3 FALSE FALSE FALSE 1 top 3",0.4,1
20,"141021_200728","Called Strike","S","92.5","FF","20","0","1",3,"010432","2014-10-22T01:04:32Z","467055","448306","Pablo Sandoval lines out to center fielder Lorenzo Cain.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10432,1.07555555555556,2,0,3,200728,20.1244444444444,"top","3",20.1244444444444,20.1302777777778,-3,"-3 FALSE FALSE FALSE 2 top 3",0.3,1
20,"141021_200749","In play, out(s)","X","91.0","FF","20","0","1",3,"010432","2014-10-22T01:04:32Z","467055","448306","Pablo Sandoval lines out to center fielder Lorenzo Cain.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,10432,1.07555555555556,2,0,3,200749,20.1302777777778,"top","3",20.1244444444444,20.1302777777778,-3,"-3 FALSE FALSE FALSE 2 top 3",0.3,1
21,"141021_201110","Called Strike","S","91.7","FF","21","0","1",0,"010824","2014-10-22T01:08:24Z","408299","518516","Omar Infante reaches on a fielding error by shortstop Brandon Crawford.  ","Field Error",NA,NA,NA,NA,NA,NA,NA,10824,1.14,0,0,3,201110,20.1861111111111,"bottom","3",20.1861111111111,20.1913888888889,-3,"-3 FALSE FALSE FALSE 0 bottom 3",0.9,1
21,"141021_201129","In play, no out","X","86.5","SL","21","0","1",0,"010824","2014-10-22T01:08:24Z","408299","518516","Omar Infante reaches on a fielding error by shortstop Brandon Crawford.  ","Field Error",NA,NA,NA,NA,NA,NA,NA,10824,1.14,0,0,3,201129,20.1913888888889,"bottom","3",20.1861111111111,20.1913888888889,-3,"-3 FALSE FALSE FALSE 0 bottom 3",0.9,1
22,"141021_201221","Ball","B","91.2","FF","22","3","2",0,"010925","2014-10-22T01:09:25Z","519058","518516","Mike Moustakas doubles (1) on a line drive to right fielder Hunter Pence.   Omar Infante to 3rd.  ","Double",408299,NA,NA,NA,NA,NA,NA,10925,1.15694444444444,0,0,3,201221,20.2058333333333,"bottom","3",20.2058333333333,20.2447222222222,-3,"-3 TRUE FALSE FALSE 0 bottom 3",1.6,1
22,"141021_201244","Ball","B","85.6","SL","22","3","2",0,"010925","2014-10-22T01:09:25Z","519058","518516","Mike Moustakas doubles (1) on a line drive to right fielder Hunter Pence.   Omar Infante to 3rd.  ","Double",408299,NA,NA,NA,NA,NA,NA,10925,1.15694444444444,0,0,3,201244,20.2122222222222,"bottom","3",20.2058333333333,20.2447222222222,-3,"-3 TRUE FALSE FALSE 0 bottom 3",1.6,1
22,"141021_201312","Foul","S","92.5","FT","22","3","2",0,"010925","2014-10-22T01:09:25Z","519058","518516","Mike Moustakas doubles (1) on a line drive to right fielder Hunter Pence.   Omar Infante to 3rd.  ","Double",408299,NA,NA,NA,NA,NA,NA,10925,1.15694444444444,0,0,3,201312,20.22,"bottom","3",20.2058333333333,20.2447222222222,-3,"-3 TRUE FALSE FALSE 0 bottom 3",1.6,1
22,"141021_201348","Ball","B","86.6","SL","22","3","2",0,"010925","2014-10-22T01:09:25Z","519058","518516","Mike Moustakas doubles (1) on a line drive to right fielder Hunter Pence.   Omar Infante to 3rd.  ","Double",408299,NA,NA,NA,NA,NA,NA,10925,1.15694444444444,0,0,3,201348,20.23,"bottom","3",20.2058333333333,20.2447222222222,-3,"-3 TRUE FALSE FALSE 0 bottom 3",1.6,1
22,"141021_201417","Swinging Strike","S","87.7","SL","22","3","2",0,"010925","2014-10-22T01:09:25Z","519058","518516","Mike Moustakas doubles (1) on a line drive to right fielder Hunter Pence.   Omar Infante to 3rd.  ","Double",408299,NA,NA,NA,NA,NA,NA,10925,1.15694444444444,0,0,3,201417,20.2380555555556,"bottom","3",20.2058333333333,20.2447222222222,-3,"-3 TRUE FALSE FALSE 0 bottom 3",1.6,1
22,"141021_201441","In play, no out","X","92.3","FF","22","3","2",0,"010925","2014-10-22T01:09:25Z","519058","518516","Mike Moustakas doubles (1) on a line drive to right fielder Hunter Pence.   Omar Infante to 3rd.  ","Double",408299,NA,NA,NA,NA,NA,NA,10925,1.15694444444444,0,0,3,201441,20.2447222222222,"bottom","3",20.2058333333333,20.2447222222222,-3,"-3 TRUE FALSE FALSE 0 bottom 3",1.6,1
23,"141021_201542","Foul","S","92.9","FF","23","0","3",1,"011234","2014-10-22T01:12:34Z","444876","518516","Alcides Escobar strikes out swinging.  ","Strikeout",NA,519058,408299,NA,NA,NA,NA,11234,1.20944444444444,0,0,3,201542,20.2616666666667,"bottom","3",20.2616666666667,20.2925,-3,"-3 FALSE TRUE TRUE 0 bottom 3",1.7,1
23,"141021_201615","Foul","S","86.7","SL","23","0","3",1,"011234","2014-10-22T01:12:34Z","444876","518516","Alcides Escobar strikes out swinging.  ","Strikeout",NA,519058,408299,NA,NA,NA,NA,11234,1.20944444444444,0,0,3,201615,20.2708333333333,"bottom","3",20.2616666666667,20.2925,-3,"-3 FALSE TRUE TRUE 0 bottom 3",1.7,1
23,"141021_201650","Foul","S","92.9","FF","23","0","3",1,"011234","2014-10-22T01:12:34Z","444876","518516","Alcides Escobar strikes out swinging.  ","Strikeout",NA,519058,408299,NA,NA,NA,NA,11234,1.20944444444444,0,0,3,201650,20.2805555555556,"bottom","3",20.2616666666667,20.2925,-3,"-3 FALSE TRUE TRUE 0 bottom 3",1.7,1
23,"141021_201733","Swinging Strike","S","92.0","FF","23","0","3",1,"011234","2014-10-22T01:12:34Z","444876","518516","Alcides Escobar strikes out swinging.  ","Strikeout",NA,519058,408299,NA,NA,NA,NA,11234,1.20944444444444,0,0,3,201733,20.2925,"bottom","3",20.2616666666667,20.2925,-3,"-3 FALSE TRUE TRUE 0 bottom 3",1.7,1
24,"141021_201826","Foul","S","92.5","FF","24","0","3",2,"011527","2014-10-22T01:15:27Z","493114","518516","Nori Aoki strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,11527,1.2575,1,0,3,201826,20.3072222222222,"bottom","3",20.3072222222222,20.3263888888889,-3,"-3 FALSE FALSE FALSE 1 bottom 3",0.7,1
24,"141021_201900","Foul","S","93.0","FF","24","0","3",2,"011527","2014-10-22T01:15:27Z","493114","518516","Nori Aoki strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,11527,1.2575,1,0,3,201900,20.3166666666667,"bottom","3",20.3072222222222,20.3263888888889,-3,"-3 FALSE FALSE FALSE 1 bottom 3",0.7,1
24,"141021_201935","Swinging Strike (Blocked)","S","75.0","CU","24","0","3",2,"011527","2014-10-22T01:15:27Z","493114","518516","Nori Aoki strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,11527,1.2575,1,0,3,201935,20.3263888888889,"bottom","3",20.3072222222222,20.3263888888889,-3,"-3 FALSE FALSE FALSE 1 bottom 3",0.7,1
25,"141021_202022","Called Strike","S","93.0","FF","25","4","2",2,"011733","2014-10-22T01:17:33Z","456715","518516","Lorenzo Cain walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,11733,1.2925,2,0,3,202022,20.3394444444444,"bottom","3",20.3394444444444,20.3886111111111,-3,"-3 FALSE FALSE FALSE 2 bottom 3",0.4,1
25,"141021_202056","Foul","S","92.1","FF","25","4","2",2,"011733","2014-10-22T01:17:33Z","456715","518516","Lorenzo Cain walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,11733,1.2925,2,0,3,202056,20.3488888888889,"bottom","3",20.3394444444444,20.3886111111111,-3,"-3 FALSE FALSE FALSE 2 bottom 3",0.4,1
25,"141021_202130","Ball","B","92.7","FF","25","4","2",2,"011733","2014-10-22T01:17:33Z","456715","518516","Lorenzo Cain walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,11733,1.2925,2,0,3,202130,20.3583333333333,"bottom","3",20.3394444444444,20.3886111111111,-3,"-3 FALSE FALSE FALSE 2 bottom 3",0.4,1
25,"141021_202201","Ball","B","93.1","FF","25","4","2",2,"011733","2014-10-22T01:17:33Z","456715","518516","Lorenzo Cain walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,11733,1.2925,2,0,3,202201,20.3669444444444,"bottom","3",20.3394444444444,20.3886111111111,-3,"-3 FALSE FALSE FALSE 2 bottom 3",0.4,1
25,"141021_202234","Ball","B","92.9","FF","25","4","2",2,"011733","2014-10-22T01:17:33Z","456715","518516","Lorenzo Cain walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,11733,1.2925,2,0,3,202234,20.3761111111111,"bottom","3",20.3394444444444,20.3886111111111,-3,"-3 FALSE FALSE FALSE 2 bottom 3",0.4,1
25,"141021_202319","Ball","B","93.8","FF","25","4","2",2,"011733","2014-10-22T01:17:33Z","456715","518516","Lorenzo Cain walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,11733,1.2925,2,0,3,202319,20.3886111111111,"bottom","3",20.3394444444444,20.3886111111111,-3,"-3 FALSE FALSE FALSE 2 bottom 3",0.4,1
26,"141021_202417","In play, out(s)","X","86.0","SL","26","0","0",3,"012111","2014-10-22T01:21:11Z","543333","518516","Eric Hosmer grounds out, second baseman Joe Panik to first baseman Brandon Belt.  ","Groundout",456715,NA,NA,NA,NA,NA,NA,12111,1.35305555555556,2,0,3,202417,20.4047222222222,"bottom","3",20.4047222222222,20.4047222222222,-3,"-3 TRUE FALSE FALSE 2 bottom 3",0.8,1
27,"141021_202744","Called Strike","S","85.7","FC","27","2","2",0,"012428","2014-10-22T01:24:28Z","452254","448306","Hunter Pence doubles (1) on a sharp ground ball to left fielder Alex Gordon.  ","Double",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,0,3,202744,20.4622222222222,"top","4",20.4622222222222,20.4855555555556,-3,"-3 FALSE FALSE FALSE 0 top 4",0.5,1
27,"141021_202801","Called Strike","S","77.7","KC","27","2","2",0,"012428","2014-10-22T01:24:28Z","452254","448306","Hunter Pence doubles (1) on a sharp ground ball to left fielder Alex Gordon.  ","Double",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,0,3,202801,20.4669444444444,"top","4",20.4622222222222,20.4855555555556,-3,"-3 FALSE FALSE FALSE 0 top 4",0.5,1
27,"141021_202821","Ball","B","83.4","CH","27","2","2",0,"012428","2014-10-22T01:24:28Z","452254","448306","Hunter Pence doubles (1) on a sharp ground ball to left fielder Alex Gordon.  ","Double",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,0,3,202821,20.4725,"top","4",20.4622222222222,20.4855555555556,-3,"-3 FALSE FALSE FALSE 0 top 4",0.5,1
27,"141021_202842","Ball","B","85.0","CH","27","2","2",0,"012428","2014-10-22T01:24:28Z","452254","448306","Hunter Pence doubles (1) on a sharp ground ball to left fielder Alex Gordon.  ","Double",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,0,3,202842,20.4783333333333,"top","4",20.4622222222222,20.4855555555556,-3,"-3 FALSE FALSE FALSE 0 top 4",0.5,1
27,"141021_202908","In play, no out","X","78.6","KC","27","2","2",0,"012428","2014-10-22T01:24:28Z","452254","448306","Hunter Pence doubles (1) on a sharp ground ball to left fielder Alex Gordon.  ","Double",NA,NA,NA,NA,NA,NA,NA,12428,1.40777777777778,0,0,3,202908,20.4855555555556,"top","4",20.4622222222222,20.4855555555556,-3,"-3 FALSE FALSE FALSE 0 top 4",0.5,1
28,"141021_202953","Foul","S","92.5","FT","28","4","1",0,"012653","2014-10-22T01:26:53Z","474832","448306","Brandon Belt walks.  ","Walk",NA,452254,NA,NA,NA,NA,NA,12653,1.44805555555556,0,0,3,202953,20.4980555555556,"top","4",20.4980555555556,20.5294444444444,-3,"-3 FALSE TRUE FALSE 0 top 4",0.7,1
28,"141021_203019","Ball","B","87.5","FC","28","4","1",0,"012653","2014-10-22T01:26:53Z","474832","448306","Brandon Belt walks.  ","Walk",NA,452254,NA,NA,NA,NA,NA,12653,1.44805555555556,0,0,3,203019,20.5052777777778,"top","4",20.4980555555556,20.5294444444444,-3,"-3 FALSE TRUE FALSE 0 top 4",0.7,1
28,"141021_203044","Ball","B","85.0","CH","28","4","1",0,"012653","2014-10-22T01:26:53Z","474832","448306","Brandon Belt walks.  ","Walk",NA,452254,NA,NA,NA,NA,NA,12653,1.44805555555556,0,0,3,203044,20.5122222222222,"top","4",20.4980555555556,20.5294444444444,-3,"-3 FALSE TRUE FALSE 0 top 4",0.7,1
28,"141021_203120","Ball In Dirt","B","89.3","FC","28","4","1",0,"012653","2014-10-22T01:26:53Z","474832","448306","Brandon Belt walks.  ","Walk",NA,452254,NA,NA,NA,NA,NA,12653,1.44805555555556,0,0,3,203120,20.5222222222222,"top","4",20.4980555555556,20.5294444444444,-3,"-3 FALSE TRUE FALSE 0 top 4",0.7,1
28,"141021_203146","Ball In Dirt","B","85.5","CH","28","4","1",0,"012653","2014-10-22T01:26:53Z","474832","448306","Brandon Belt walks.  ","Walk",NA,452254,NA,NA,NA,NA,NA,12653,1.44805555555556,0,0,3,203146,20.5294444444444,"top","4",20.4980555555556,20.5294444444444,-3,"-3 FALSE TRUE FALSE 0 top 4",0.7,1
29,"141021_203248","Foul","S","90.5","FT","29","2","1",0,"012936","2014-10-22T01:29:36Z","434604","448306","Michael Morse singles on a line drive to center fielder Lorenzo Cain.   Hunter Pence scores.    Brandon Belt to 2nd.  ","Single",474832,NA,452254,"T","0","4","1",12936,1.49333333333333,0,0,3,203248,20.5466666666667,"top","4",20.5466666666667,20.5694444444444,-3,"-3 TRUE FALSE TRUE 0 top 4",0.8,1
29,"141021_203319","Ball","B","83.8","CH","29","2","1",0,"012936","2014-10-22T01:29:36Z","434604","448306","Michael Morse singles on a line drive to center fielder Lorenzo Cain.   Hunter Pence scores.    Brandon Belt to 2nd.  ","Single",474832,NA,452254,"T","0","4","1",12936,1.49333333333333,0,0,3,203319,20.5552777777778,"top","4",20.5466666666667,20.5694444444444,-3,"-3 TRUE FALSE TRUE 0 top 4",0.8,1
29,"141021_203343","Ball","B","91.3","FT","29","2","1",0,"012936","2014-10-22T01:29:36Z","434604","448306","Michael Morse singles on a line drive to center fielder Lorenzo Cain.   Hunter Pence scores.    Brandon Belt to 2nd.  ","Single",474832,NA,452254,"T","0","4","1",12936,1.49333333333333,0,0,3,203343,20.5619444444444,"top","4",20.5466666666667,20.5694444444444,-3,"-3 TRUE FALSE TRUE 0 top 4",0.8,1
29,"141021_203410","In play, run(s)","X","91.3","FT","29","2","1",0,"012936","2014-10-22T01:29:36Z","434604","448306","Michael Morse singles on a line drive to center fielder Lorenzo Cain.   Hunter Pence scores.    Brandon Belt to 2nd.  ","Single",474832,NA,452254,"T","0","4","1",12936,1.49333333333333,0,0,3,203410,20.5694444444444,"top","4",20.5466666666667,20.5694444444444,-3,"-3 TRUE FALSE TRUE 0 top 4",0.8,1
30,"","Ball","B","","","30","1","0",1,"013502","2014-10-22T01:35:02Z","543633","518633","Juan Perez out on a sacrifice bunt, third baseman Mike Moustakas to second baseman Omar Infante.   Brandon Belt to 3rd.    Michael Morse to 2nd.  ","Sac Bunt",434604,474832,NA,NA,NA,NA,NA,13502,1.58388888888889,0,0,4,NA,NA,"top","4",NA,NA,-4,"-4 TRUE TRUE FALSE 0 top 4",0.7,1
30,"141021_203823","In play, out(s)","X","93.3","FF","30","1","0",1,"013502","2014-10-22T01:35:02Z","543633","518633","Juan Perez out on a sacrifice bunt, third baseman Mike Moustakas to second baseman Omar Infante.   Brandon Belt to 3rd.    Michael Morse to 2nd.  ","Sac Bunt",434604,474832,NA,NA,NA,NA,NA,13502,1.58388888888889,0,0,4,203823,20.6397222222222,"top","4",NA,NA,-4,"-4 TRUE TRUE FALSE 0 top 4",0.7,1
31,"141021_203914","Ball","B","94.1","FF","31","4","2",1,"013618","2014-10-22T01:36:18Z","543063","518633","Brandon Crawford walks.  ","Walk",NA,434604,474832,NA,NA,NA,NA,13618,1.605,1,0,4,203914,20.6538888888889,"top","4",20.6538888888889,20.6888888888889,-4,"-4 FALSE TRUE TRUE 1 top 4",0.6,1
31,"141021_203938","Called Strike","S","77.9","CU","31","4","2",1,"013618","2014-10-22T01:36:18Z","543063","518633","Brandon Crawford walks.  ","Walk",NA,434604,474832,NA,NA,NA,NA,13618,1.605,1,0,4,203938,20.6605555555556,"top","4",20.6538888888889,20.6888888888889,-4,"-4 FALSE TRUE TRUE 1 top 4",0.6,1
31,"141021_204002","Ball","B","94.3","FF","31","4","2",1,"013618","2014-10-22T01:36:18Z","543063","518633","Brandon Crawford walks.  ","Walk",NA,434604,474832,NA,NA,NA,NA,13618,1.605,1,0,4,204002,20.6672222222222,"top","4",20.6538888888889,20.6888888888889,-4,"-4 FALSE TRUE TRUE 1 top 4",0.6,1
