"atbatnum","sv_id","des.x","type","start_speed","pitch_type","atbat","b","s","o","start_tfs","start_tfs_zulu","batter","pitcher","des.y","event","b1","b2","b3","score","home_team_runs","away_team_runs","rbi","atbattime100","atbattime","outsatstart","homescore","awayscore","pitchtime100","pitchtime","halfinning","inning","firstpitch","lastpitch","scorediff","situation","li","gamenum"
48,"141024_192939","Called Strike","S","88.1","SI","48","0","1",2,"022744","2014-10-25T02:27:44Z","502481","489265","Jarrod Dyson singles on a ground ball to center fielder Gregor Blanco.  ","Single",NA,NA,NA,NA,NA,NA,NA,22744,2.46222222222222,2,2,3,192939,19.4941666666667,"top","7",19.4941666666667,19.5,-1,"-1 FALSE FALSE FALSE 2 top 7",0.5,3
48,"141024_193000","In play, no out","X","87.5","FF","48","0","1",2,"022744","2014-10-25T02:27:44Z","502481","489265","Jarrod Dyson singles on a ground ball to center fielder Gregor Blanco.  ","Single",NA,NA,NA,NA,NA,NA,NA,22744,2.46222222222222,2,2,3,193000,19.5,"top","7",19.4941666666667,19.5,-1,"-1 FALSE FALSE FALSE 2 top 7",0.5,3
49,"141024_193052","Called Strike","S","88.2","FF","49","0","3",3,"022839","2014-10-25T02:28:39Z","516969","489265","Kelvin Herrera strikes out swinging.  ","Strikeout",502481,NA,NA,NA,NA,NA,NA,22839,2.4775,2,2,3,193052,19.5144444444444,"top","7",19.5144444444444,19.5341666666667,-1,"-1 TRUE FALSE FALSE 2 top 7",1,3
49,"141024_193130","Foul","S","87.4","FF","49","0","3",3,"022839","2014-10-25T02:28:39Z","516969","489265","Kelvin Herrera strikes out swinging.  ","Strikeout",502481,NA,NA,NA,NA,NA,NA,22839,2.4775,2,2,3,193130,19.525,"top","7",19.5144444444444,19.5341666666667,-1,"-1 TRUE FALSE FALSE 2 top 7",1,3
49,"141024_193203","Swinging Strike","S","79.9","SL","49","0","3",3,"022839","2014-10-25T02:28:39Z","516969","489265","Kelvin Herrera strikes out swinging.  ","Strikeout",502481,NA,NA,NA,NA,NA,NA,22839,2.4775,2,2,3,193203,19.5341666666667,"top","7",19.5144444444444,19.5341666666667,-1,"-1 TRUE FALSE FALSE 2 top 7",1,3
50,"141024_193726","Ball","B","97.5","FT","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,193726,19.6238888888889,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
50,"141024_193741","Swinging Strike","S","97.5","FF","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,193741,19.6280555555556,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
50,"141024_193801","Ball","B","95.9","FF","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,193801,19.6336111111111,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
50,"141024_193822","Called Strike","S","95.7","FF","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,193822,19.6394444444444,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
50,"141024_193846","Foul","S","98.0","FF","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,193846,19.6461111111111,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
50,"141024_193916","Foul","S","96.0","FF","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,193916,19.6544444444444,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
50,"141024_193940","Ball","B","88.3","FA","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,193940,19.6611111111111,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
50,"141024_194001","Ball","B","96.5","FF","50","4","2",0,"023532","2014-10-25T02:35:32Z","452254","516969","Hunter Pence walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23532,2.59222222222222,0,2,3,194001,19.6669444444444,"bottom","7",19.6238888888889,19.6669444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 7",1.9,3
51,"141024_194046","Swinging Strike","S","96.1","FT","51","3","3",1,"023845","2014-10-25T02:38:45Z","474832","516969","Brandon Belt strikes out on a foul tip.  ","Strikeout",452254,NA,NA,NA,NA,NA,NA,23845,2.64583333333333,0,2,3,194046,19.6794444444444,"bottom","7",19.6794444444444,19.7166666666667,-1,"-1 TRUE FALSE FALSE 0 bottom 7",3,3
51,"141024_194111","Foul","S","98.9","FF","51","3","3",1,"023845","2014-10-25T02:38:45Z","474832","516969","Brandon Belt strikes out on a foul tip.  ","Strikeout",452254,NA,NA,NA,NA,NA,NA,23845,2.64583333333333,0,2,3,194111,19.6863888888889,"bottom","7",19.6794444444444,19.7166666666667,-1,"-1 TRUE FALSE FALSE 0 bottom 7",3,3
51,"141024_194139","Ball","B","97.5","FF","51","3","3",1,"023845","2014-10-25T02:38:45Z","474832","516969","Brandon Belt strikes out on a foul tip.  ","Strikeout",452254,NA,NA,NA,NA,NA,NA,23845,2.64583333333333,0,2,3,194139,19.6941666666667,"bottom","7",19.6794444444444,19.7166666666667,-1,"-1 TRUE FALSE FALSE 0 bottom 7",3,3
51,"141024_194202","Ball","B","99.0","FF","51","3","3",1,"023845","2014-10-25T02:38:45Z","474832","516969","Brandon Belt strikes out on a foul tip.  ","Strikeout",452254,NA,NA,NA,NA,NA,NA,23845,2.64583333333333,0,2,3,194202,19.7005555555556,"bottom","7",19.6794444444444,19.7166666666667,-1,"-1 TRUE FALSE FALSE 0 bottom 7",3,3
51,"141024_194230","Ball","B","97.0","FF","51","3","3",1,"023845","2014-10-25T02:38:45Z","474832","516969","Brandon Belt strikes out on a foul tip.  ","Strikeout",452254,NA,NA,NA,NA,NA,NA,23845,2.64583333333333,0,2,3,194230,19.7083333333333,"bottom","7",19.6794444444444,19.7166666666667,-1,"-1 TRUE FALSE FALSE 0 bottom 7",3,3
51,"141024_194300","Foul Tip","S","97.3","FF","51","3","3",1,"023845","2014-10-25T02:38:45Z","474832","516969","Brandon Belt strikes out on a foul tip.  ","Strikeout",452254,NA,NA,NA,NA,NA,NA,23845,2.64583333333333,0,2,3,194300,19.7166666666667,"bottom","7",19.6794444444444,19.7166666666667,-1,"-1 TRUE FALSE FALSE 0 bottom 7",3,3
52,"141024_194652","Ball","B","92.5","SI","52","1","0",2,"024154","2014-10-25T02:41:54Z","543633","605232","Juan Perez flies out to left fielder Alex Gordon.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,24154,2.69833333333333,1,2,3,194652,19.7811111111111,"bottom","7",19.7811111111111,19.7875,-1,"-1 FALSE FALSE FALSE 1 bottom 7",1.4,3
52,"141024_194715","In play, out(s)","X","92.8","SI","52","1","0",2,"024154","2014-10-25T02:41:54Z","543633","605232","Juan Perez flies out to left fielder Alex Gordon.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,24154,2.69833333333333,1,2,3,194715,19.7875,"bottom","7",19.7811111111111,19.7875,-1,"-1 FALSE FALSE FALSE 1 bottom 7",1.4,3
53,"141024_194808","Ball","B","92.8","SI","53","3","3",3,"024549","2014-10-25T02:45:49Z","543063","605232","Brandon Crawford strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,24549,2.76361111111111,2,2,3,194808,19.8022222222222,"bottom","7",19.8022222222222,19.8458333333333,-1,"-1 FALSE FALSE FALSE 2 bottom 7",1,3
53,"141024_194836","Ball","B","81.5","SL","53","3","3",3,"024549","2014-10-25T02:45:49Z","543063","605232","Brandon Crawford strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,24549,2.76361111111111,2,2,3,194836,19.81,"bottom","7",19.8022222222222,19.8458333333333,-1,"-1 FALSE FALSE FALSE 2 bottom 7",1,3
53,"141024_194913","Called Strike","S","93.6","SI","53","3","3",3,"024549","2014-10-25T02:45:49Z","543063","605232","Brandon Crawford strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,24549,2.76361111111111,2,2,3,194913,19.8202777777778,"bottom","7",19.8022222222222,19.8458333333333,-1,"-1 FALSE FALSE FALSE 2 bottom 7",1,3
53,"141024_194938","Foul","S","94.2","SI","53","3","3",3,"024549","2014-10-25T02:45:49Z","543063","605232","Brandon Crawford strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,24549,2.76361111111111,2,2,3,194938,19.8272222222222,"bottom","7",19.8022222222222,19.8458333333333,-1,"-1 FALSE FALSE FALSE 2 bottom 7",1,3
53,"141024_195013","Ball","B","95.0","SI","53","3","3",3,"024549","2014-10-25T02:45:49Z","543063","605232","Brandon Crawford strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,24549,2.76361111111111,2,2,3,195013,19.8369444444444,"bottom","7",19.8022222222222,19.8458333333333,-1,"-1 FALSE FALSE FALSE 2 bottom 7",1,3
53,"141024_195045","Swinging Strike","S","94.8","SI","53","3","3",3,"024549","2014-10-25T02:45:49Z","543063","605232","Brandon Crawford strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,24549,2.76361111111111,2,2,3,195045,19.8458333333333,"bottom","7",19.8022222222222,19.8458333333333,-1,"-1 FALSE FALSE FALSE 2 bottom 7",1,3
54,"141024_195407","Ball","B","78.8","SL","54","1","3",1,"025225","2014-10-25T02:52:25Z","444876","489265","Alcides Escobar strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,25225,2.87361111111111,0,2,3,195407,19.9019444444444,"top","8",19.9019444444444,19.9208333333333,-1,"-1 FALSE FALSE FALSE 0 top 8",1,3
54,"141024_195428","Called Strike","S","88.7","FF","54","1","3",1,"025225","2014-10-25T02:52:25Z","444876","489265","Alcides Escobar strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,25225,2.87361111111111,0,2,3,195428,19.9077777777778,"top","8",19.9019444444444,19.9208333333333,-1,"-1 FALSE FALSE FALSE 0 top 8",1,3
54,"141024_195449","Swinging Strike","S","78.4","SL","54","1","3",1,"025225","2014-10-25T02:52:25Z","444876","489265","Alcides Escobar strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,25225,2.87361111111111,0,2,3,195449,19.9136111111111,"top","8",19.9019444444444,19.9208333333333,-1,"-1 FALSE FALSE FALSE 0 top 8",1,3
54,"141024_195515","Swinging Strike","S","78.4","SL","54","1","3",1,"025225","2014-10-25T02:52:25Z","444876","489265","Alcides Escobar strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,25225,2.87361111111111,0,2,3,195515,19.9208333333333,"top","8",19.9019444444444,19.9208333333333,-1,"-1 FALSE FALSE FALSE 0 top 8",1,3
55,"141024_195847","Foul","S","92.8","FT","55","2","2",2,"025648","2014-10-25T02:56:48Z","460086","346793","Alex Gordon flies out to left fielder Juan Perez.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25648,2.94666666666667,1,2,3,195847,19.9797222222222,"top","8",19.9797222222222,20.0138888888889,-1,"-1 FALSE FALSE FALSE 1 top 8",0.7,3
55,"141024_195912","Called Strike","S","93.5","FT","55","2","2",2,"025648","2014-10-25T02:56:48Z","460086","346793","Alex Gordon flies out to left fielder Juan Perez.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25648,2.94666666666667,1,2,3,195912,19.9866666666667,"top","8",19.9797222222222,20.0138888888889,-1,"-1 FALSE FALSE FALSE 1 top 8",0.7,3
55,"141024_195935","Ball","B","93.6","FT","55","2","2",2,"025648","2014-10-25T02:56:48Z","460086","346793","Alex Gordon flies out to left fielder Juan Perez.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25648,2.94666666666667,1,2,3,195935,19.9930555555556,"top","8",19.9797222222222,20.0138888888889,-1,"-1 FALSE FALSE FALSE 1 top 8",0.7,3
55,"141024_195957","Ball","B","77.3","CU","55","2","2",2,"025648","2014-10-25T02:56:48Z","460086","346793","Alex Gordon flies out to left fielder Juan Perez.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25648,2.94666666666667,1,2,3,195957,19.9991666666667,"top","8",19.9797222222222,20.0138888888889,-1,"-1 FALSE FALSE FALSE 1 top 8",0.7,3
55,"141024_200022","Foul","S","94.2","FT","55","2","2",2,"025648","2014-10-25T02:56:48Z","460086","346793","Alex Gordon flies out to left fielder Juan Perez.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25648,2.94666666666667,1,2,3,200022,20.0061111111111,"top","8",19.9797222222222,20.0138888888889,-1,"-1 FALSE FALSE FALSE 1 top 8",0.7,3
55,"141024_200050","In play, out(s)","X","93.6","FT","55","2","2",2,"025648","2014-10-25T02:56:48Z","460086","346793","Alex Gordon flies out to left fielder Juan Perez.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25648,2.94666666666667,1,2,3,200050,20.0138888888889,"top","8",19.9797222222222,20.0138888888889,-1,"-1 FALSE FALSE FALSE 1 top 8",0.7,3
56,"141024_200130","In play, out(s)","X","92.3","FT","56","0","0",3,"025937","2014-10-25T02:59:37Z","456715","346793","Lorenzo Cain grounds out, shortstop Joaquin Arias to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,25937,2.99361111111111,2,2,3,200130,20.025,"top","8",20.025,20.025,-1,"-1 FALSE FALSE FALSE 2 top 8",0.5,3
57,"141024_200446","Called Strike","S","90.4","FC","57","2","3",1,"030254","2014-10-25T03:02:54Z","435078","451584","Joaquin Arias called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30254,3.04833333333333,0,2,3,200446,20.0794444444444,"bottom","8",20.0794444444444,20.1219444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 8",2.5,3
57,"141024_200505","Ball","B","91.7","FC","57","2","3",1,"030254","2014-10-25T03:02:54Z","435078","451584","Joaquin Arias called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30254,3.04833333333333,0,2,3,200505,20.0847222222222,"bottom","8",20.0794444444444,20.1219444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 8",2.5,3
57,"141024_200527","Swinging Strike","S","86.2","KC","57","2","3",1,"030254","2014-10-25T03:02:54Z","435078","451584","Joaquin Arias called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30254,3.04833333333333,0,2,3,200527,20.0908333333333,"bottom","8",20.0794444444444,20.1219444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 8",2.5,3
57,"141024_200554","Ball","B","96.9","FF","57","2","3",1,"030254","2014-10-25T03:02:54Z","435078","451584","Joaquin Arias called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30254,3.04833333333333,0,2,3,200554,20.0983333333333,"bottom","8",20.0794444444444,20.1219444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 8",2.5,3
57,"141024_200618","Foul","S","96.8","FF","57","2","3",1,"030254","2014-10-25T03:02:54Z","435078","451584","Joaquin Arias called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30254,3.04833333333333,0,2,3,200618,20.105,"bottom","8",20.0794444444444,20.1219444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 8",2.5,3
57,"141024_200648","Foul","S","97.9","FF","57","2","3",1,"030254","2014-10-25T03:02:54Z","435078","451584","Joaquin Arias called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30254,3.04833333333333,0,2,3,200648,20.1133333333333,"bottom","8",20.0794444444444,20.1219444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 8",2.5,3
57,"141024_200719","Called Strike","S","92.7","FC","57","2","3",1,"030254","2014-10-25T03:02:54Z","435078","451584","Joaquin Arias called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30254,3.04833333333333,0,2,3,200719,20.1219444444444,"bottom","8",20.0794444444444,20.1219444444444,-1,"-1 FALSE FALSE FALSE 0 bottom 8",2.5,3
58,"141024_200801","In play, out(s)","X","96.3","FF","58","0","0",2,"030610","2014-10-25T03:06:10Z","453923","451584","Gregor Blanco bunt grounds out, catcher Salvador Perez to first baseman Eric Hosmer.  ","Bunt Groundout",NA,NA,NA,NA,NA,NA,NA,30610,3.10277777777778,1,2,3,200801,20.1336111111111,"bottom","8",20.1336111111111,20.1336111111111,-1,"-1 FALSE FALSE FALSE 1 bottom 8",1.9,3
59,"141024_200853","Ball","B","86.1","KC","59","1","3",3,"030655","2014-10-25T03:06:55Z","605412","451584","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30655,3.11527777777778,2,2,3,200853,20.1480555555556,"bottom","8",20.1480555555556,20.1713888888889,-1,"-1 FALSE FALSE FALSE 2 bottom 8",1.3,3
59,"141024_200915","Called Strike","S","96.2","FF","59","1","3",3,"030655","2014-10-25T03:06:55Z","605412","451584","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30655,3.11527777777778,2,2,3,200915,20.1541666666667,"bottom","8",20.1480555555556,20.1713888888889,-1,"-1 FALSE FALSE FALSE 2 bottom 8",1.3,3
59,"141024_200937","Called Strike","S","92.1","FC","59","1","3",3,"030655","2014-10-25T03:06:55Z","605412","451584","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30655,3.11527777777778,2,2,3,200937,20.1602777777778,"bottom","8",20.1480555555556,20.1713888888889,-1,"-1 FALSE FALSE FALSE 2 bottom 8",1.3,3
59,"141024_201017","Swinging Strike (Blocked)","S","88.4","KC","59","1","3",3,"030655","2014-10-25T03:06:55Z","605412","451584","Joe Panik strikes out swinging.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30655,3.11527777777778,2,2,3,201017,20.1713888888889,"bottom","8",20.1480555555556,20.1713888888889,-1,"-1 FALSE FALSE FALSE 2 bottom 8",1.3,3
60,"141024_201402","Called Strike","S","91.0","FT","60","1","2",1,"031139","2014-10-25T03:11:39Z","543333","346793","Eric Hosmer grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,31139,3.19416666666667,0,2,3,201402,20.2338888888889,"top","9",20.2338888888889,20.2530555555556,-1,"-1 FALSE FALSE FALSE 0 top 9",0.7,3
60,"141024_201420","Foul","S","91.4","FT","60","1","2",1,"031139","2014-10-25T03:11:39Z","543333","346793","Eric Hosmer grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,31139,3.19416666666667,0,2,3,201420,20.2388888888889,"top","9",20.2338888888889,20.2530555555556,-1,"-1 FALSE FALSE FALSE 0 top 9",0.7,3
60,"141024_201449","Ball","B","92.4","FT","60","1","2",1,"031139","2014-10-25T03:11:39Z","543333","346793","Eric Hosmer grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,31139,3.19416666666667,0,2,3,201449,20.2469444444444,"top","9",20.2338888888889,20.2530555555556,-1,"-1 FALSE FALSE FALSE 0 top 9",0.7,3
60,"141024_201511","In play, out(s)","X","92.4","FT","60","1","2",1,"031139","2014-10-25T03:11:39Z","543333","346793","Eric Hosmer grounds out, third baseman Pablo Sandoval to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,31139,3.19416666666667,0,2,3,201511,20.2530555555556,"top","9",20.2338888888889,20.2530555555556,-1,"-1 FALSE FALSE FALSE 0 top 9",0.7,3
61,"141024_201605","Ball","B","91.2","FT","61","1","0",2,"031400","2014-10-25T03:14:00Z","519058","346793","Mike Moustakas flies out to right fielder Hunter Pence.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,31400,3.23333333333333,1,2,3,201605,20.2680555555556,"top","9",20.2680555555556,20.2733333333333,-1,"-1 FALSE FALSE FALSE 1 top 9",0.6,3
61,"141024_201624","In play, out(s)","X","90.8","FT","61","1","0",2,"031400","2014-10-25T03:14:00Z","519058","346793","Mike Moustakas flies out to right fielder Hunter Pence.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,31400,3.23333333333333,1,2,3,201624,20.2733333333333,"top","9",20.2680555555556,20.2733333333333,-1,"-1 FALSE FALSE FALSE 1 top 9",0.6,3
62,"141024_201935","Called Strike","S","94.0","FF","62","0","3",3,"031729","2014-10-25T03:17:29Z","408299","433586","Omar Infante called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,31729,3.29138888888889,2,2,3,201935,20.3263888888889,"top","9",20.3263888888889,20.3444444444444,-1,"-1 FALSE FALSE FALSE 2 top 9",0.4,3
62,"141024_201958","Foul","S","92.7","FT","62","0","3",3,"031729","2014-10-25T03:17:29Z","408299","433586","Omar Infante called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,31729,3.29138888888889,2,2,3,201958,20.3327777777778,"top","9",20.3263888888889,20.3444444444444,-1,"-1 FALSE FALSE FALSE 2 top 9",0.4,3
62,"141024_202040","Called Strike","S","94.7","FF","62","0","3",3,"031729","2014-10-25T03:17:29Z","408299","433586","Omar Infante called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,31729,3.29138888888889,2,2,3,202040,20.3444444444444,"top","9",20.3263888888889,20.3444444444444,-1,"-1 FALSE FALSE FALSE 2 top 9",0.4,3
63,"141024_202409","Ball","B","86.8","SL","63","1","0",1,"032154","2014-10-25T03:21:54Z","457763","518813","Buster Posey flies out to left fielder Alex Gordon.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,32154,3.365,0,2,3,202409,20.4025,"bottom","9",20.4025,20.4080555555556,-1,"-1 FALSE FALSE FALSE 0 bottom 9",3.6,3
63,"141024_202429","In play, out(s)","X","95.1","FF","63","1","0",1,"032154","2014-10-25T03:21:54Z","457763","518813","Buster Posey flies out to left fielder Alex Gordon.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,32154,3.365,0,2,3,202429,20.4080555555556,"bottom","9",20.4025,20.4080555555556,-1,"-1 FALSE FALSE FALSE 0 bottom 9",3.6,3
64,"141024_202519","Ball","B","95.5","FF","64","1","0",2,"032304","2014-10-25T03:23:04Z","467055","518813","Pablo Sandoval grounds out, pitcher Greg Holland to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,32304,3.38444444444444,1,2,3,202519,20.4219444444444,"bottom","9",20.4219444444444,20.4272222222222,-1,"-1 FALSE FALSE FALSE 1 bottom 9",2.8,3
64,"141024_202538","In play, out(s)","X","95.6","FF","64","1","0",2,"032304","2014-10-25T03:23:04Z","467055","518813","Pablo Sandoval grounds out, pitcher Greg Holland to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,32304,3.38444444444444,1,2,3,202538,20.4272222222222,"bottom","9",20.4219444444444,20.4272222222222,-1,"-1 FALSE FALSE FALSE 1 bottom 9",2.8,3
65,"141024_202627","Called Strike","S","87.1","SL","65","1","2",3,"032421","2014-10-25T03:24:21Z","452254","518813","Hunter Pence grounds out, pitcher Greg Holland to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,32421,3.40583333333333,2,2,3,202627,20.4408333333333,"bottom","9",20.4408333333333,20.4594444444444,-1,"-1 FALSE FALSE FALSE 2 bottom 9",1.9,3
65,"141024_202647","Swinging Strike","S","87.9","SL","65","1","2",3,"032421","2014-10-25T03:24:21Z","452254","518813","Hunter Pence grounds out, pitcher Greg Holland to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,32421,3.40583333333333,2,2,3,202647,20.4463888888889,"bottom","9",20.4408333333333,20.4594444444444,-1,"-1 FALSE FALSE FALSE 2 bottom 9",1.9,3
65,"141024_202711","Ball","B","88.8","SL","65","1","2",3,"032421","2014-10-25T03:24:21Z","452254","518813","Hunter Pence grounds out, pitcher Greg Holland to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,32421,3.40583333333333,2,2,3,202711,20.4530555555556,"bottom","9",20.4408333333333,20.4594444444444,-1,"-1 FALSE FALSE FALSE 2 bottom 9",1.9,3
65,"141024_202734","In play, out(s)","X","88.6","SL","65","1","2",3,"032421","2014-10-25T03:24:21Z","452254","518813","Hunter Pence grounds out, pitcher Greg Holland to first baseman Eric Hosmer.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,32421,3.40583333333333,2,2,3,202734,20.4594444444444,"bottom","9",20.4408333333333,20.4594444444444,-1,"-1 FALSE FALSE FALSE 2 bottom 9",1.9,3
1,"141025_171053","Called Strike","S","92.9","FF","1","0","1",1,"000754","2014-10-26T00:07:54Z","444876","285064","Alcides Escobar grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,754,0.131666666666667,0,0,0,171053,17.1813888888889,"top","1",17.1813888888889,17.1908333333333,0,"0 FALSE FALSE FALSE 0 top 1",0.9,4
1,"141025_171127","In play, out(s)","X","89.1","SL","1","0","1",1,"000754","2014-10-26T00:07:54Z","444876","285064","Alcides Escobar grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,754,0.131666666666667,0,0,0,171127,17.1908333333333,"top","1",17.1813888888889,17.1908333333333,0,"0 FALSE FALSE FALSE 0 top 1",0.9,4
2,"141025_171209","Called Strike","S","93.2","FF","2","1","3",2,"001018","2014-10-26T00:10:18Z","460086","285064","Alex Gordon called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,1018,0.171666666666667,1,0,0,171209,17.2025,"top","1",17.2025,17.2219444444444,0,"0 FALSE FALSE FALSE 1 top 1",0.6,4
2,"141025_171226","Ball","B","83.8","CH","2","1","3",2,"001018","2014-10-26T00:10:18Z","460086","285064","Alex Gordon called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,1018,0.171666666666667,1,0,0,171226,17.2072222222222,"top","1",17.2025,17.2219444444444,0,"0 FALSE FALSE FALSE 1 top 1",0.6,4
2,"141025_171246","Foul","S","85.7","CH","2","1","3",2,"001018","2014-10-26T00:10:18Z","460086","285064","Alex Gordon called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,1018,0.171666666666667,1,0,0,171246,17.2127777777778,"top","1",17.2025,17.2219444444444,0,"0 FALSE FALSE FALSE 1 top 1",0.6,4
2,"141025_171319","Called Strike","S","89.4","SL","2","1","3",2,"001018","2014-10-26T00:10:18Z","460086","285064","Alex Gordon called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,1018,0.171666666666667,1,0,0,171319,17.2219444444444,"top","1",17.2025,17.2219444444444,0,"0 FALSE FALSE FALSE 1 top 1",0.6,4
